satisfaction_result,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Online Booking,Gate location,Food and drink,Online Check-in,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes
satisfied,Male,Frequent Flyer,69,Personal Travel,Business,718,5,5,5,4,5,4,5,4,4,5,4,3,4,3,7
satisfied,Female,Frequent Flyer,58,Business travel,Business,3760,2,2,2,2,5,5,4,5,5,5,5,4,5,3,0
satisfied,Female,Infrequent Flyer,62,Business travel,Business,337,2,1,1,4,3,2,3,3,4,3,4,5,4,3,0
satisfied,Male,Frequent Flyer,39,Business travel,Business,1197,2,2,2,2,4,5,4,4,4,4,4,5,4,3,39
satisfied,Male,Frequent Flyer,60,Business travel,Business,515,1,1,1,1,4,4,4,4,4,4,4,4,4,3,11
satisfied,Male,Frequent Flyer,30,Business travel,Business,725,3,3,3,3,4,4,4,4,5,5,4,3,5,4,0
satisfied,Male,Frequent Flyer,41,Business travel,Business,644,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0
satisfied,Female,Infrequent Flyer,72,Business travel,Eco,370,0,0,0,5,5,0,5,5,3,3,2,1,3,5,0
satisfied,Male,Frequent Flyer,40,Business travel,Business,1050,4,4,1,4,5,1,5,5,5,5,5,2,5,3,0
satisfied,Female,Frequent Flyer,28,Personal Travel,Eco,101,4,5,4,3,2,4,2,2,5,5,4,4,5,2,0
satisfied,Male,Frequent Flyer,59,Business travel,Business,2746,1,1,1,1,4,4,4,5,5,5,5,5,5,3,0
satisfied,Male,Frequent Flyer,36,Business travel,Eco,829,2,5,4,5,2,2,2,5,4,5,3,2,3,2,9
satisfied,Male,Frequent Flyer,58,Business travel,Business,2586,1,1,1,1,3,4,1,3,3,2,3,3,3,2,0
satisfied,Male,Frequent Flyer,42,Business travel,Business,2072,5,1,5,5,2,4,4,4,4,4,4,3,4,5,121
satisfied,Male,Frequent Flyer,48,Business travel,Business,3940,3,3,3,3,1,1,2,5,5,5,5,3,5,4,20
satisfied,Female,Frequent Flyer,55,Business travel,Business,3235,5,5,5,5,3,4,5,4,4,4,4,3,4,3,15
satisfied,Female,Frequent Flyer,52,Business travel,Business,1774,3,3,3,3,2,2,5,4,4,4,4,3,4,4,0
satisfied,Male,Frequent Flyer,60,Business travel,Business,197,5,5,5,5,4,5,4,4,4,4,5,5,4,4,26
satisfied,Female,Frequent Flyer,46,Business travel,Business,102,2,2,2,2,3,2,5,5,5,5,4,4,5,3,0
satisfied,Female,Frequent Flyer,46,Business travel,Business,2139,5,5,5,5,4,5,4,4,4,5,4,4,4,3,118
satisfied,Male,Frequent Flyer,59,Business travel,Business,3758,2,2,5,2,2,5,5,4,4,4,4,3,4,5,42
satisfied,Male,Frequent Flyer,47,Business travel,Business,2145,4,4,4,4,4,4,5,5,5,5,5,4,5,4,21
satisfied,Female,Frequent Flyer,32,Business travel,Business,2560,1,1,1,1,5,5,5,5,3,3,3,2,1,5,0
satisfied,Male,Frequent Flyer,59,Business travel,Business,594,2,2,2,2,4,5,5,4,4,4,4,3,4,3,0
satisfied,Male,Frequent Flyer,42,Business travel,Business,554,3,3,3,3,4,5,4,4,4,4,4,5,4,3,25
satisfied,Female,Frequent Flyer,45,Business travel,Business,666,5,5,5,5,3,4,5,4,4,4,4,5,4,5,0
satisfied,Male,Frequent Flyer,44,Business travel,Eco Plus,488,2,3,3,3,2,2,2,2,4,4,1,2,4,2,0
satisfied,Male,Frequent Flyer,50,Business travel,Business,1826,1,1,1,1,4,4,5,5,5,5,5,5,5,3,1
satisfied,Male,Frequent Flyer,50,Business travel,Business,1518,3,3,4,3,4,5,4,4,4,4,4,5,4,5,24
satisfied,Female,Frequent Flyer,27,Business travel,Eco Plus,708,0,0,0,1,0,3,3,4,3,5,1,3,1,3,226
satisfied,Male,Frequent Flyer,53,Business travel,Business,3606,1,1,1,1,4,5,5,5,5,5,5,3,5,5,0
satisfied,Female,Frequent Flyer,50,Business travel,Eco,896,3,4,4,4,3,1,3,3,3,3,3,1,3,1,35
satisfied,Male,Frequent Flyer,54,Business travel,Business,2611,1,1,1,1,4,3,3,5,4,5,4,3,3,3,0
satisfied,Male,Frequent Flyer,41,Business travel,Business,2926,4,4,4,4,4,4,4,4,4,4,4,4,4,3,29
satisfied,Male,Frequent Flyer,42,Business travel,Business,1697,1,1,4,1,4,5,4,5,5,5,5,5,5,5,11
satisfied,Female,Frequent Flyer,43,Business travel,Business,2066,0,0,0,3,4,4,4,1,1,1,1,4,1,5,0
satisfied,Female,Frequent Flyer,55,Business travel,Business,3381,3,3,3,3,5,5,5,2,2,3,2,3,2,3,0
satisfied,Female,Frequent Flyer,44,Business travel,Business,2253,0,0,0,4,3,5,4,5,5,5,5,5,5,3,13
satisfied,Male,Frequent Flyer,51,Business travel,Business,3912,5,5,5,5,4,5,4,4,4,4,4,3,4,5,0
satisfied,Female,Frequent Flyer,60,Business travel,Eco,533,4,4,4,4,3,4,1,4,4,4,4,4,4,3,2
satisfied,Male,Frequent Flyer,31,Business travel,Business,2253,1,5,1,1,5,5,5,5,3,5,3,4,4,5,2
satisfied,Female,Frequent Flyer,58,Business travel,Business,1919,2,2,2,2,2,4,4,4,4,5,4,3,4,3,43
satisfied,Male,Frequent Flyer,42,Business travel,Business,3241,3,3,3,3,2,4,5,5,5,5,5,4,5,5,0
satisfied,Male,Frequent Flyer,39,Business travel,Business,919,3,3,3,3,5,4,4,5,5,5,5,3,5,4,0
satisfied,Female,Frequent Flyer,24,Business travel,Business,3851,1,1,1,1,4,4,4,4,5,3,5,2,2,4,0
satisfied,Female,Infrequent Flyer,44,Business travel,Business,102,4,3,3,1,4,4,4,4,4,3,4,3,5,4,0
satisfied,Male,Infrequent Flyer,25,Business travel,Business,1532,5,0,5,4,5,5,2,5,5,2,4,3,4,5,0
satisfied,Female,Frequent Flyer,49,Business travel,Business,2385,1,1,1,1,5,5,4,3,3,4,3,4,3,5,0
satisfied,Female,Frequent Flyer,56,Business travel,Eco,563,5,4,4,4,5,5,5,5,5,5,5,2,5,5,0
satisfied,Male,Infrequent Flyer,27,Business travel,Eco,371,4,0,4,3,1,4,1,1,5,1,5,5,4,1,0
satisfied,Female,Frequent Flyer,59,Business travel,Business,3660,0,4,0,1,3,5,5,4,4,4,4,4,4,3,0
satisfied,Male,Frequent Flyer,31,Business travel,Business,3502,1,1,1,1,4,4,4,4,5,3,5,4,4,4,26
satisfied,Male,Frequent Flyer,27,Business travel,Business,2251,3,3,3,3,4,4,4,4,4,2,4,3,4,4,0
satisfied,Male,Frequent Flyer,42,Business travel,Business,2477,1,1,1,1,4,4,5,4,4,4,4,4,4,5,0
satisfied,Male,Frequent Flyer,48,Business travel,Eco,680,5,3,2,2,5,5,5,5,4,3,1,3,4,5,0
satisfied,Male,Frequent Flyer,52,Business travel,Business,2731,4,4,4,4,5,1,3,5,5,5,3,5,5,2,2
satisfied,Female,Frequent Flyer,13,Personal Travel,Eco,231,0,5,0,4,2,0,3,2,3,5,3,4,1,2,0
satisfied,Male,Frequent Flyer,43,Business travel,Business,3908,4,4,4,4,3,5,5,5,5,5,5,5,5,3,11
satisfied,Male,Frequent Flyer,34,Business travel,Business,3870,1,1,1,1,3,4,5,5,5,5,5,3,5,3,80
satisfied,Female,Frequent Flyer,39,Business travel,Business,3446,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0
satisfied,Male,Infrequent Flyer,24,Business travel,Eco,436,5,0,5,2,5,5,5,5,5,4,5,4,5,5,0
satisfied,Female,Frequent Flyer,48,Business travel,Business,512,1,1,1,1,5,4,4,4,4,5,4,3,4,4,1
satisfied,Male,Frequent Flyer,56,Business travel,Business,1995,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0
satisfied,Female,Frequent Flyer,38,Business travel,Business,752,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0
satisfied,Male,Frequent Flyer,45,Business travel,Business,2042,4,4,4,4,2,5,5,5,5,5,5,3,5,3,23
satisfied,Male,Infrequent Flyer,24,Business travel,Business,1222,5,0,5,2,3,5,3,3,4,2,4,5,5,3,6
satisfied,Male,Frequent Flyer,42,Business travel,Business,421,5,5,2,5,2,5,4,3,3,3,3,3,3,4,0
satisfied,Female,Frequent Flyer,19,Business travel,Business,1796,4,4,4,4,5,5,5,5,2,4,1,1,1,5,0
satisfied,Female,Frequent Flyer,53,Business travel,Business,2853,2,2,2,2,2,5,4,4,4,4,4,3,4,5,0
satisfied,Male,Frequent Flyer,59,Business travel,Eco,802,4,3,3,3,4,4,4,4,1,4,4,2,4,4,6
satisfied,Male,Frequent Flyer,53,Business travel,Business,669,2,2,2,2,5,5,5,3,3,4,3,4,3,3,0
satisfied,Female,Frequent Flyer,47,Business travel,Business,2113,3,3,3,3,3,4,5,4,4,4,4,5,4,4,0
satisfied,Female,Frequent Flyer,25,Personal Travel,Eco,337,5,2,5,2,3,5,4,3,2,5,2,1,3,3,0
satisfied,Male,Frequent Flyer,45,Business travel,Business,594,4,4,4,4,1,4,2,4,4,4,4,3,4,1,0
satisfied,Male,Frequent Flyer,55,Business travel,Business,2227,5,5,5,5,2,4,4,5,5,5,5,4,5,3,1
satisfied,Male,Frequent Flyer,55,Business travel,Eco,369,5,4,4,4,5,5,5,5,3,5,2,3,5,5,0
satisfied,Male,Frequent Flyer,44,Business travel,Eco Plus,338,4,2,3,2,4,4,4,4,5,1,3,5,3,4,0
satisfied,Male,Frequent Flyer,44,Business travel,Business,160,4,4,4,4,3,4,4,5,5,5,4,3,5,4,33
satisfied,Male,Frequent Flyer,38,Business travel,Business,646,4,4,4,4,4,2,5,5,5,5,5,1,5,3,5
satisfied,Female,Frequent Flyer,52,Business travel,Business,2898,4,4,4,4,5,4,4,5,5,5,5,4,5,4,0
satisfied,Male,Frequent Flyer,59,Business travel,Business,2659,5,5,5,5,4,4,5,5,5,4,5,5,5,5,0
satisfied,Male,Frequent Flyer,57,Business travel,Eco,201,5,2,2,2,5,5,5,5,4,3,3,2,1,5,0
satisfied,Male,Frequent Flyer,18,Personal Travel,Eco Plus,1303,4,2,4,3,3,4,3,3,1,3,3,3,3,3,0
satisfied,Female,Frequent Flyer,32,Business travel,Eco Plus,1426,5,2,3,3,5,5,5,5,2,3,5,1,1,5,25
satisfied,Male,Frequent Flyer,57,Business travel,Business,1739,4,4,4,4,5,3,4,4,4,4,4,4,4,5,6
satisfied,Male,Frequent Flyer,40,Business travel,Business,3643,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0
satisfied,Female,Frequent Flyer,54,Business travel,Business,3455,4,4,4,4,2,1,2,5,5,5,5,2,5,5,0
satisfied,Male,Infrequent Flyer,21,Business travel,Eco,1167,2,2,2,3,5,2,5,5,4,4,4,5,4,5,0
satisfied,Female,Infrequent Flyer,39,Business travel,Business,159,5,5,5,3,4,5,4,4,3,2,4,4,4,4,40
satisfied,Female,Frequent Flyer,56,Business travel,Eco,1024,5,3,3,3,3,2,2,5,5,5,5,4,5,1,0
satisfied,Female,Frequent Flyer,56,Business travel,Business,3860,3,3,3,3,2,5,4,5,5,5,5,3,5,4,0
satisfied,Male,Infrequent Flyer,16,Business travel,Business,1892,5,0,5,1,1,5,5,1,4,2,3,4,4,1,6
satisfied,Male,Frequent Flyer,16,Personal Travel,Eco,667,5,5,5,5,2,5,2,2,4,4,4,3,5,2,0
satisfied,Female,Infrequent Flyer,10,Business travel,Eco,964,0,0,0,2,1,0,1,1,3,2,4,5,4,1,10
satisfied,Female,Frequent Flyer,24,Business travel,Business,2281,2,2,2,2,5,5,5,4,4,5,5,5,5,5,160
satisfied,Female,Frequent Flyer,40,Business travel,Business,370,4,4,4,4,2,5,4,5,5,4,5,3,5,4,1
satisfied,Female,Frequent Flyer,37,Business travel,Business,2681,5,5,2,5,4,4,5,4,4,4,4,4,4,4,0
satisfied,Male,Frequent Flyer,41,Business travel,Business,1749,3,3,3,3,4,4,5,4,4,4,4,5,4,4,14
satisfied,Male,Frequent Flyer,42,Business travel,Business,3609,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0
satisfied,Male,Frequent Flyer,44,Business travel,Business,874,3,2,3,3,4,5,4,5,5,5,5,5,5,5,0
satisfied,Male,Frequent Flyer,37,Business travel,Business,1619,2,2,2,2,5,2,3,5,5,5,5,4,5,1,8
satisfied,Male,Frequent Flyer,43,Business travel,Eco,542,2,4,4,4,2,2,2,2,2,4,4,5,1,2,0
satisfied,Female,Frequent Flyer,51,Business travel,Eco Plus,173,5,5,5,5,2,4,4,5,5,5,5,2,5,3,0
satisfied,Male,Frequent Flyer,54,Business travel,Business,224,3,3,3,3,5,4,4,5,5,5,5,4,5,5,16
satisfied,Male,Frequent Flyer,39,Business travel,Business,3637,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0
satisfied,Male,Frequent Flyer,58,Business travel,Business,3681,5,5,5,5,2,5,5,5,5,5,5,4,5,5,0
satisfied,Female,Frequent Flyer,46,Personal Travel,Eco,447,5,4,5,1,4,5,5,5,5,5,5,3,5,5,23
satisfied,Female,Frequent Flyer,37,Business travel,Eco Plus,106,4,3,3,3,4,4,4,4,4,4,5,2,3,4,0
satisfied,Female,Infrequent Flyer,20,Business travel,Business,404,4,0,4,5,5,4,5,5,3,2,5,5,4,5,0
satisfied,Female,Frequent Flyer,68,Personal Travel,Eco,488,4,4,4,3,4,5,5,5,5,4,5,3,5,5,31
satisfied,Male,Frequent Flyer,69,Business travel,Eco Plus,594,5,5,5,5,5,5,5,5,1,3,1,5,4,5,0
satisfied,Male,Frequent Flyer,42,Business travel,Business,2300,4,4,4,4,3,3,3,5,5,3,5,3,3,3,5
satisfied,Male,Frequent Flyer,20,Business travel,Eco,170,5,2,2,2,5,5,3,5,4,3,4,3,1,5,0
satisfied,Male,Frequent Flyer,41,Business travel,Business,3468,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0
satisfied,Female,Infrequent Flyer,25,Business travel,Business,611,5,5,5,4,5,5,1,5,5,4,4,4,5,5,72
satisfied,Male,Frequent Flyer,58,Business travel,Business,2232,1,1,1,1,5,4,5,4,4,4,4,4,4,3,6
satisfied,Male,Frequent Flyer,68,Personal Travel,Eco,272,4,4,4,3,1,4,3,1,2,2,4,2,3,1,0
satisfied,Male,Frequent Flyer,46,Business travel,Business,2888,5,5,5,5,2,4,4,4,4,4,4,4,4,5,0
satisfied,Male,Frequent Flyer,43,Business travel,Business,2836,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0
satisfied,Female,Frequent Flyer,54,Business travel,Business,2986,0,0,0,1,2,4,4,5,5,5,5,4,5,4,0
satisfied,Male,Frequent Flyer,30,Business travel,Eco Plus,679,4,3,3,3,4,4,4,4,4,3,5,5,4,4,0
satisfied,Male,Frequent Flyer,41,Business travel,Business,481,2,2,2,2,1,4,4,5,5,5,5,4,5,3,3
satisfied,Male,Frequent Flyer,31,Business travel,Business,980,1,1,1,1,4,4,4,4,4,4,5,4,4,4,0
satisfied,Male,Frequent Flyer,27,Business travel,Business,164,2,2,2,2,5,5,5,5,5,5,3,4,5,5,0
satisfied,Male,Frequent Flyer,52,Business travel,Business,1597,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0
satisfied,Female,Frequent Flyer,35,Business travel,Eco,533,5,1,2,1,5,5,5,5,1,1,5,5,4,5,69
satisfied,Male,Infrequent Flyer,29,Business travel,Business,1033,5,5,5,3,5,5,5,5,4,4,4,4,5,5,2
satisfied,Male,Frequent Flyer,46,Business travel,Eco,451,5,5,5,5,5,5,5,5,5,1,1,3,2,5,88
satisfied,Male,Frequent Flyer,29,Business travel,Business,2601,1,1,1,1,5,5,5,5,5,3,4,4,5,5,0
satisfied,Female,Frequent Flyer,57,Business travel,Eco,873,4,1,1,1,4,1,3,4,4,4,4,3,4,2,0
satisfied,Male,Frequent Flyer,57,Business travel,Business,1399,2,2,1,2,3,5,5,5,5,5,5,4,5,4,0
satisfied,Male,Frequent Flyer,58,Business travel,Business,3412,0,4,0,4,5,5,5,4,4,4,4,3,4,3,0
satisfied,Female,Frequent Flyer,42,Business travel,Business,2407,3,3,3,3,3,5,4,5,5,5,5,3,5,5,0
satisfied,Male,Frequent Flyer,49,Business travel,Business,2484,3,3,5,3,3,5,5,5,5,5,5,4,5,3,0
satisfied,Female,Frequent Flyer,28,Business travel,Eco,576,5,4,4,4,5,5,5,5,2,3,4,1,4,5,114
satisfied,Male,Frequent Flyer,29,Business travel,Business,541,2,1,2,2,2,2,2,2,5,3,4,5,4,2,0
satisfied,Male,Frequent Flyer,34,Business travel,Business,2329,2,2,2,2,4,5,2,3,3,3,3,4,3,4,67
satisfied,Female,Frequent Flyer,45,Business travel,Business,3343,5,5,5,5,2,5,4,4,4,4,4,3,4,3,27
satisfied,Male,Frequent Flyer,57,Business travel,Business,328,0,0,0,1,3,5,5,3,3,4,4,4,3,4,70
satisfied,Male,Frequent Flyer,51,Business travel,Business,3033,5,5,5,5,2,3,4,4,4,4,3,1,4,4,0
satisfied,Female,Frequent Flyer,44,Business travel,Business,2064,2,2,2,2,2,5,4,4,4,4,4,5,4,3,51
satisfied,Female,Frequent Flyer,51,Business travel,Business,503,4,4,5,4,2,5,5,3,3,3,3,5,3,3,73
satisfied,Female,Frequent Flyer,46,Business travel,Business,1158,2,2,2,2,3,5,4,3,3,4,3,4,3,4,0
satisfied,Female,Frequent Flyer,37,Business travel,Eco,353,4,4,3,3,4,4,4,4,2,1,4,4,5,4,0
satisfied,Female,Frequent Flyer,52,Business travel,Business,3659,5,5,5,5,2,4,5,5,5,5,5,3,5,3,0
satisfied,Male,Frequent Flyer,53,Business travel,Business,853,2,2,2,2,4,4,5,4,4,4,4,5,4,4,0
satisfied,Female,Frequent Flyer,47,Business travel,Business,3605,4,4,4,4,4,4,5,5,5,5,5,3,5,5,0
satisfied,Male,Frequent Flyer,49,Business travel,Business,3770,1,1,1,1,4,5,4,5,5,5,4,5,5,4,0
satisfied,Male,Infrequent Flyer,23,Business travel,Business,971,4,5,4,1,2,4,2,2,4,4,5,4,4,2,15
satisfied,Male,Frequent Flyer,48,Business travel,Business,1739,3,3,3,3,4,4,1,4,4,4,4,4,4,5,5
satisfied,Female,Infrequent Flyer,25,Business travel,Business,569,5,4,5,1,1,5,1,1,5,4,5,4,5,1,0
satisfied,Female,Frequent Flyer,36,Business travel,Business,3470,4,4,4,4,2,4,5,2,2,2,2,4,2,4,36
satisfied,Female,Frequent Flyer,40,Business travel,Business,326,0,0,0,5,4,4,5,5,5,5,5,5,5,5,0
satisfied,Male,Frequent Flyer,53,Business travel,Business,3690,3,3,3,3,2,5,5,3,3,3,3,5,3,3,3
satisfied,Female,Frequent Flyer,40,Business travel,Business,500,2,2,3,2,2,4,4,4,4,4,4,4,4,4,0
satisfied,Female,Frequent Flyer,52,Personal Travel,Eco,1825,4,5,4,3,3,5,4,2,2,4,2,3,2,5,0
satisfied,Male,Frequent Flyer,43,Business travel,Business,1615,4,4,4,4,2,4,5,2,2,2,2,4,2,5,73
satisfied,Female,Frequent Flyer,30,Business travel,Business,1214,3,3,2,3,4,4,4,4,5,4,2,1,4,4,0
satisfied,Female,Frequent Flyer,60,Business travel,Business,2619,4,4,4,4,5,5,4,5,5,4,5,3,5,3,4
satisfied,Female,Frequent Flyer,26,Business travel,Business,1127,2,2,2,2,4,5,4,4,3,5,4,3,5,4,0
satisfied,Male,Frequent Flyer,58,Business travel,Business,464,3,3,3,3,4,5,5,4,4,4,4,4,4,3,19
satisfied,Male,Frequent Flyer,51,Business travel,Business,2468,1,1,1,1,1,1,3,5,5,5,5,3,5,2,32
satisfied,Female,Frequent Flyer,37,Business travel,Business,391,1,1,1,1,4,2,2,4,4,4,4,2,4,5,0
satisfied,Male,Frequent Flyer,46,Business travel,Business,473,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0
satisfied,Male,Frequent Flyer,19,Business travel,Eco Plus,787,5,2,2,2,5,5,4,5,2,2,1,5,4,5,2
satisfied,Male,Frequent Flyer,30,Personal Travel,Eco,612,4,4,4,3,5,4,5,5,4,5,4,4,5,5,47
satisfied,Female,Infrequent Flyer,44,Business travel,Business,447,5,0,0,1,1,5,1,1,5,4,4,4,4,1,8
satisfied,Male,Frequent Flyer,46,Business travel,Business,2859,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0
satisfied,Male,Frequent Flyer,55,Business travel,Business,2480,1,1,5,1,5,5,4,3,3,3,3,4,3,5,110
satisfied,Male,Frequent Flyer,47,Business travel,Business,1984,4,3,4,4,2,3,5,4,4,4,4,3,4,5,0
satisfied,Female,Frequent Flyer,43,Business travel,Business,2915,5,5,5,5,2,5,4,5,5,5,5,5,5,5,0
satisfied,Male,Frequent Flyer,33,Business travel,Business,728,5,5,5,5,3,4,3,3,5,2,5,4,5,3,0
satisfied,Male,Frequent Flyer,52,Business travel,Business,2617,4,4,4,4,5,5,4,5,5,5,5,4,5,3,0
satisfied,Female,Frequent Flyer,36,Business travel,Eco Plus,896,4,3,3,3,4,4,4,4,1,5,2,5,3,4,7
satisfied,Male,Frequent Flyer,48,Business travel,Business,2263,3,3,3,3,4,4,5,5,5,5,5,5,5,4,32
satisfied,Female,Infrequent Flyer,23,Business travel,Business,1378,0,0,0,4,5,0,2,5,4,4,5,3,5,5,4
satisfied,Female,Frequent Flyer,11,Personal Travel,Eco,1035,5,5,5,1,3,5,5,3,5,5,4,3,4,3,0
satisfied,Female,Frequent Flyer,45,Business travel,Business,2842,1,1,1,1,5,4,5,4,4,4,4,5,4,5,0
satisfied,Male,Infrequent Flyer,23,Business travel,Business,199,4,0,4,4,2,4,2,2,4,4,5,4,4,2,0
satisfied,Male,Frequent Flyer,76,Business travel,Business,270,0,0,0,3,3,4,3,2,2,2,2,4,2,1,0
satisfied,Female,Frequent Flyer,51,Business travel,Business,328,2,2,2,2,2,5,4,5,5,5,5,3,5,3,0
satisfied,Male,Frequent Flyer,53,Business travel,Business,3471,1,1,1,1,4,5,5,4,4,4,4,4,4,5,40
satisfied,Male,Frequent Flyer,51,Business travel,Business,641,4,4,4,4,2,5,4,5,5,5,5,4,5,5,16
satisfied,Male,Frequent Flyer,48,Business travel,Business,2518,2,2,2,2,5,5,5,5,5,5,5,4,5,3,17
satisfied,Male,Frequent Flyer,26,Personal Travel,Eco,344,4,3,4,2,3,4,3,3,2,5,2,1,1,3,0
satisfied,Male,Frequent Flyer,35,Business travel,Eco,132,4,4,4,4,4,4,4,4,4,1,1,3,4,4,0
satisfied,Female,Frequent Flyer,39,Business travel,Business,3040,3,3,4,3,3,4,5,4,4,4,4,3,4,5,2
satisfied,Male,Frequent Flyer,52,Business travel,Eco Plus,605,4,4,4,4,4,4,4,4,2,4,1,1,2,4,3
satisfied,Male,Frequent Flyer,43,Business travel,Business,137,5,5,5,5,3,3,2,4,4,4,3,2,4,2,43
satisfied,Male,Frequent Flyer,41,Business travel,Business,2994,1,1,1,1,3,4,4,5,5,5,5,3,5,4,4
satisfied,Female,Frequent Flyer,53,Business travel,Business,3047,4,4,4,4,4,5,2,4,4,4,4,2,4,3,0
satisfied,Female,Frequent Flyer,29,Business travel,Business,3794,3,3,3,3,4,4,4,4,3,5,3,3,2,4,18
satisfied,Female,Frequent Flyer,59,Business travel,Business,2454,2,2,3,2,4,4,4,5,5,4,4,4,5,4,134
satisfied,Male,Frequent Flyer,60,Business travel,Business,3459,5,5,4,5,4,4,4,1,1,2,1,3,1,3,2
satisfied,Male,Frequent Flyer,29,Business travel,Business,1127,4,4,4,4,4,4,4,4,4,3,4,3,4,4,8
satisfied,Female,Frequent Flyer,47,Business travel,Business,1516,3,3,3,3,2,4,5,5,5,5,5,4,5,3,0
satisfied,Female,Frequent Flyer,50,Business travel,Eco,541,5,3,5,5,2,5,4,5,5,5,5,4,5,4,1
satisfied,Female,Frequent Flyer,54,Business travel,Business,3149,3,3,3,3,4,5,4,4,4,4,4,5,4,5,23
satisfied,Female,Frequent Flyer,35,Business travel,Eco Plus,515,4,4,4,4,4,4,4,4,4,1,1,4,5,4,138
satisfied,Female,Frequent Flyer,46,Business travel,Eco,249,4,2,2,2,4,1,5,4,4,4,4,3,4,3,0
satisfied,Female,Frequent Flyer,54,Business travel,Business,1554,2,2,2,2,2,5,1,4,4,4,4,2,4,1,39
satisfied,Male,Frequent Flyer,43,Business travel,Business,419,1,1,1,1,4,5,4,4,4,4,4,3,4,5,0
satisfied,Male,Frequent Flyer,33,Business travel,Business,972,2,2,2,2,5,5,5,5,1,5,4,4,3,5,0
satisfied,Female,Infrequent Flyer,39,Business travel,Business,370,4,4,4,5,2,4,2,2,5,1,3,1,1,2,0
satisfied,Male,Frequent Flyer,57,Business travel,Business,2932,3,3,3,3,3,5,4,5,5,5,5,5,5,3,0
satisfied,Female,Frequent Flyer,52,Business travel,Business,3389,4,4,4,4,4,2,4,4,4,4,3,4,4,4,5
satisfied,Female,Frequent Flyer,46,Business travel,Business,594,5,5,5,5,2,4,5,5,5,5,5,4,5,4,0
satisfied,Male,Frequent Flyer,49,Business travel,Business,468,1,1,1,1,2,5,4,5,5,5,5,5,5,3,0
satisfied,Male,Frequent Flyer,72,Business travel,Eco,447,5,1,1,1,5,5,5,5,5,4,4,4,4,5,0
satisfied,Female,Frequent Flyer,59,Business travel,Business,2172,2,2,2,2,4,4,4,4,4,5,4,3,4,3,3
satisfied,Male,Frequent Flyer,30,Business travel,Business,2883,4,4,4,4,4,4,4,4,4,5,5,5,4,4,86
satisfied,Female,Frequent Flyer,58,Business travel,Business,2475,5,5,5,5,5,5,5,5,4,3,5,5,3,5,0
satisfied,Female,Frequent Flyer,33,Business travel,Business,985,1,1,1,1,3,5,5,4,4,4,4,3,4,5,16
satisfied,Male,Frequent Flyer,24,Business travel,Eco Plus,737,5,5,5,5,5,5,4,5,1,2,2,2,5,5,0
satisfied,Male,Frequent Flyer,23,Business travel,Business,1602,4,4,4,4,3,3,3,3,4,4,5,4,5,3,0
satisfied,Female,Frequent Flyer,12,Personal Travel,Eco,158,0,5,0,3,2,0,2,2,3,3,4,3,5,2,0
satisfied,Female,Frequent Flyer,60,Business travel,Business,3537,1,1,1,1,2,3,5,5,5,5,5,4,5,5,10
satisfied,Male,Frequent Flyer,45,Business travel,Business,3430,2,2,2,2,3,5,4,3,3,4,3,5,3,3,0
satisfied,Male,Frequent Flyer,49,Business travel,Eco,1214,5,2,2,2,5,5,5,5,2,2,3,3,4,5,108
satisfied,Female,Frequent Flyer,42,Business travel,Eco,270,4,3,2,3,4,5,1,4,4,4,4,4,4,2,0
satisfied,Female,Frequent Flyer,45,Business travel,Business,2486,4,4,4,4,3,4,5,5,5,5,5,3,5,4,7
satisfied,Male,Frequent Flyer,49,Business travel,Eco,67,4,5,5,5,4,4,4,4,4,2,2,1,1,4,0
satisfied,Female,Infrequent Flyer,25,Business travel,Business,1514,4,0,4,5,2,4,2,2,3,3,4,3,4,2,0
satisfied,Male,Infrequent Flyer,18,Business travel,Eco,645,4,0,4,3,5,4,3,5,4,1,5,1,5,5,0
satisfied,Male,Frequent Flyer,52,Business travel,Business,2214,5,5,5,5,4,4,5,4,4,4,4,3,4,5,6
satisfied,Female,Frequent Flyer,47,Business travel,Business,551,3,1,3,3,5,5,4,5,5,5,5,4,5,5,0
satisfied,Male,Frequent Flyer,9,Personal Travel,Eco,134,5,4,5,4,4,5,4,4,3,2,3,1,3,4,12
satisfied,Female,Frequent Flyer,47,Business travel,Business,2389,5,5,5,5,3,4,4,5,5,5,4,5,5,5,72
satisfied,Female,Frequent Flyer,53,Business travel,Business,1677,5,5,5,5,2,4,5,5,5,5,5,4,5,3,32
satisfied,Male,Frequent Flyer,48,Business travel,Business,3617,2,2,2,2,4,4,5,4,4,4,4,4,4,4,0
